AGSB_CODINST;AGSB_NOMBREINSTITUCION;CODIGOMUNICIPIO;NOMBREMUNICIPIO;DEPARTAMENTO;CALENDARIO;NATURALEZA;JORNADA;EVALUADOS;PROMMATEMATICA;PROMINGLES;PROMLECTURACRITICA;PROMSOCIALESYCIUDADANAS;PROMCIENCIASNATURALES;PROMRAZONAMIENTOCUANTITA;PROMCOMPETENCIASCIUDADAN;DESVMATEMATICA;DESVINGLES;DESVLECTURACRITICA;DESVSOCIALESYCIUDADANAS;DESVCIENCIASNATURALES;DESVRAZONAMIENTOCUANTITA;DESVCOMPETENCIASCIUDADA;PERIODO
119149;COL HARVARD;00152;BOGOTÁ D.C.;BOGOTA;A;NO OFICIAL;MAÑANA;30;53,77;57,37;51,87;52,9;53,37;55,67;53,2;9,88;13,77;10,13;9,2;10,68;8,33;9,36;20142
173526;C.E. DE ADULTOS ASED - SEDE PRINCIPAL;00152;BOGOTÁ D.C.;BOGOTA;A;NO OFICIAL;SABATINA - DOMINICAL;27;49,19;49,15;50,15;49,7;46;50,48;50,11;6,75;6,48;8,05;7,06;8,3;7,95;7,43;20142
130401;CENT BAS MPAL ANUAR RIVERA JATTAR;00688;TENERIFE;MAGDALENA;A;OFICIAL;MAÑANA;23;44,13;45,78;46,26;46,09;47,17;45,3;48,09;6,77;5,51;7,44;8,51;7,29;7,78;7,85;20142
024216;COL JORDAN DE SAJONIA;00152;BOGOTÁ D.C.;BOGOTA;A;NO OFICIAL;COMPLETA U ORDINARIA;87;66,43;71,43;62,77;63,22;65,03;64,14;62,24;10,78;13,08;9,61;8,79;10,23;10,57;8,95;20142
166405;INSTITUTO LATINOAMERICANO;00667;CIENAGA;MAGDALENA;A;NO OFICIAL;MAÑANA;6;50,67;55,33;55,33;54,17;54;50;53;6,68;8,52;10,61;12,16;9,59;7,82;11,7;20142
144246;INSTITUCION EDUCATIVA SAN SEBASTIAN;00133;MALAMBO;ATLANTICO;A;OFICIAL;MAÑANA;25;42,6;44,56;41,08;41,08;42,32;43,16;39,88;5,72;5,15;5,91;6,41;4,21;7,54;6,13;20142
064527;IE LACIDES C. BERSAL;00442;LORICA;CORDOBA;A;OFICIAL;TARDE;87;48,43;47,32;44,64;46,43;46,15;47,85;46,3;8,52;6,4;8,69;8,16;7,47;9,27;8,89;20142
096966;INSTITUCIÓN EDUCATIVA  LA PRADERA;00432;MONTERIA;CORDOBA;A;OFICIAL;MAÑANA;152;48,87;48,43;48,58;48,34;48,24;49,2;47,97;7,99;6,07;7,66;8,68;8,42;8,29;8,18;20142
121681;INST. EDUC. DIST. LA VICTORIA (ANT. C.E.B. # 060);00126;BARRANQUILLA;ATLANTICO;A;OFICIAL;TARDE;56;47,89;47,98;47,93;47,39;45,34;48,3;47,7;7,99;6,78;9,4;8,32;8,16;7,78;9,07;20142
114694;TERRA INSTITUTI - SEDE PRINCIPAL;01010;CALI;VALLE;B;NO OFICIAL;NOCHE;93;39,03;40,84;38,52;40,71;39,51;39,34;40,53;9,68;8,68;11,17;10,23;9,28;10,06;10,13;20142
164830;LICEO QUINDIO;00835;SALENTO;QUINDIO;A;OFICIAL;SABATINA - DOMINICAL;26;44,42;45,12;42,85;42,81;42,23;45,96;43,46;7,26;5,35;6,64;8,31;7,96;9,45;7,28;20142
014092;COLEGIO DE LA PRESENTACION;00850;BUCARAMANGA;SANTANDER;A;NO OFICIAL;COMPLETA U ORDINARIA;91;67,76;75,04;65,7;63,05;67,46;65,64;63,97;9,28;14,91;9,22;9,29;8,84;9,79;10,09;20142
118372;COL NSTRA SRA DE LORETO;00152;BOGOTÁ D.C.;BOGOTA;A;NO OFICIAL;COMPLETA U ORDINARIA;8;53,88;52,13;54,5;53,88;53,63;51,63;54,38;7,68;4,42;5,9;5,89;6,65;7,25;6,35;20142
075119;I.E. DE PALENQUITO - SEDE PRINCIPAL;00177;PINILLOS;BOLIVAR;A;OFICIAL;MAÑANA;28;43,14;44,21;42,68;43,82;44,29;42,07;43,29;6,68;3,91;6,78;5,93;5,48;5,99;5,64;20142
176180;COLEGIO BÁSICO RURAL POSTPRIMARIA EL HORTIGAL;00511;LA PALMA;CUNDINAMARCA;A;OFICIAL;SABATINA - DOMINICAL;7;47,86;46,86;39,71;44;46,29;50,57;45,14;5,37;5,01;7,09;8,98;7,52;8,42;10,19;20142
153262;INSTITUCION EDUCATIVA PRIMERO DE MAYO;00145;SOLEDAD;ATLANTICO;A;OFICIAL;MAÑANA;17;45,24;46,06;40,82;42,06;43,88;46,65;41,76;6,08;3,7;6,26;6,58;5,64;6,14;6,47;20142
109025;INSTITUTO EDUCATIVO CETEL;00691;VILLAVICENCIO;META;A;NO OFICIAL;MAÑANA;24;43,96;45,58;44,29;44,88;46,17;46,04;45,54;8,65;5,98;8,53;6,15;7,68;7,45;6,81;20142
054544;I.E.T. AGRP SAN JOSE DE ORIENTE - SEDE PRINCIPAL;00427;LA PAZ (ROBLES);CESAR;A;OFICIAL;MAÑANA;28;50,36;46,61;47,04;49,96;49,82;48,93;49,39;7,6;4,39;7,95;8,58;8,34;8,44;7,69;20142
130518;I.E. LEON XIII;00019;BELLO;ANTIOQUIA;A;NO OFICIAL;MAÑANA;72;49,64;47,79;50,79;50,46;47,65;50,61;50,56;8,9;9,88;9,34;8,94;8,91;9,59;9,45;20142
117689;FUNDACION EDUCATIVA GABRIEL GARCIA MARQUEZ;00365;POPAYAN;CAUCA;A;NO OFICIAL;MAÑANA;18;54,28;54,94;56,5;53,89;54,72;52,67;53,39;9,87;10,5;7,47;8,2;7,18;10,22;7,88;20142
009407;COL COOP SAN FRANCISCO DE ASIS;00566;UBATE;CUNDINAMARCA;A;NO OFICIAL;MAÑANA;27;56,78;51,22;55,78;54,26;56,96;54,96;54,44;6,9;5,49;7,74;8,77;7,7;6,64;8,85;20142
072108;IE  LIC DEL LLANO CARO Y CUERVO;00691;VILLAVICENCIO;META;A;NO OFICIAL;SABATINA - DOMINICAL;13;43;43,46;43,46;44,08;41,92;45,62;44;7,11;5,04;7,71;6,56;7,74;7,81;9,06;20142
021212;COL PIO X;00152;BOGOTÁ D.C.;BOGOTA;A;NO OFICIAL;COMPLETA U ORDINARIA;19;55,79;64,21;58,16;57,63;60,26;53,21;57,74;9,22;11,06;7,37;7,97;8,98;8,24;8,16;20142
038554;COL HERMOGENES MAZA;00784;CUCUTA;NORTE SANTANDER;A;OFICIAL;TARDE;113;53,87;52,71;54,35;52,57;55,5;53,42;52,48;8,25;7,69;7,99;7,59;8,29;8,79;7,35;20142
027060;SEDE INST AGRICOLA;00813;SALAZAR;NORTE SANTANDER;A;OFICIAL;COMPLETA U ORDINARIA;39;46,85;45,49;45,21;46,92;46,92;48,92;46,41;8,49;6,06;7,84;8,6;9,42;11,67;8,57;20142
165662;I.E. ALTA MONTAÑA - SEDE PRINCIPAL;00165;EL CARMEN DE BOLIVAR;BOLIVAR;A;OFICIAL;MAÑANA;7;46,57;43;44,86;48,43;51;46,57;46,57;9,18;4,9;6,23;4,96;4,76;9,31;6,16;20142
123364;BTO  SEMESTRALIZADO SINTEUCAUCA - SEDE PRINCIPAL;00365;POPAYAN;CAUCA;O;NO OFICIAL;NOCHE;16;48,13;46,63;46,25;49;44,56;48,25;49,25;7,07;3,95;7,47;8,61;8,26;7,18;9,38;20142
105221;INSTITUTO MIGUEL SANCHEZ HINESTROZA;00885;GIRON;SANTANDER;A;OFICIAL;MAÑANA;25;52,16;51,12;51,64;50,96;50,32;53,2;52,44;7,72;6,15;8,06;7,99;6,82;7,41;8,04;20142
093732;COLEGIO UVEROS;00094;SAN JUAN DE URABA;ANTIOQUIA;A;OFICIAL;TARDE;36;44,58;43,64;44,03;44,94;44,22;45,17;44,19;6,01;5,42;7,8;7,41;6,1;7,41;7,17;20142
188581;COLEGIO FORMARTE - SEDE PRINCIPAL;00152;BOGOTÁ D.C.;BOGOTA;A;NO OFICIAL;MAÑANA;18;51,39;55,33;55,56;54,11;53,28;52,33;53,33;9,85;13,16;10,26;8,59;10,97;11,38;8,7;20142
188987;CENTRO EDUCATIVO  LOS GUAYABALES;00869;CIMITARRA;SANTANDER;A;OFICIAL;SABATINA - DOMINICAL;10;38,7;41,8;37,2;40,6;37,3;39,9;41,1;7,78;6,94;13,88;12,47;10,42;7,94;9,69;20142
025874;LIC SAMPER URIBE;00545;SIBATE;CUNDINAMARCA;A;NO OFICIAL;MAÑANA;31;48,65;49,35;51,06;51,39;49,94;49,19;51,9;6,37;5,38;7,28;7,94;8,14;6,46;8,25;20142
099564;INSTITUTO TECNICO  JOSE RUEDA;00907;PALMAR;SANTANDER;A;OFICIAL;MAÑANA;23;50,22;49,22;49,26;52,91;53,26;49,74;53,22;8,25;6,49;10,06;9,84;8,54;8,95;10,63;20142
082586;I. E. ANA GOMEZ DE SIERRA;00085;RIONEGRO;ANTIOQUIA;A;OFICIAL;MAÑANA;46;47,3;48,41;47,35;47,93;47,15;47,13;48,63;7,89;5,88;8,64;8,01;9,36;8,4;8,26;20142
173708;COLEGIO JOSÉ MARÍA GARCÍA TOLEDO - SEDE PRINCIPAL;00153;CARTAGENA;BOLIVAR;A;NO OFICIAL;MAÑANA;9;50,56;48,11;50,78;47,33;45,89;52,22;46,33;6,04;5,11;7,79;9,33;7,11;7,77;11,32;20142
140236;SANTA TERESITA;00833;PIJAO;QUINDIO;A;OFICIAL;SABATINA - DOMINICAL;13;45,08;46,85;42,54;45,69;44,85;44,77;45,31;8,63;4,38;7,32;8,98;6,58;7,74;9,64;20142
155929;CENTRO DOCENTE CHIMBORAZO;00386;MORALES;CAUCA;A;OFICIAL;MAÑANA;16;43,81;45,06;42,44;45,94;44,88;46,69;43,94;7,38;5,31;8,07;8,3;7,85;8,26;8,72;20142
142265;SANTIAGO DE LA SELVA;00364;VALPARAISO;CAQUETA;A;OFICIAL;MAÑANA;15;45,87;45,6;40,07;41,13;42,73;47,53;40,33;5,67;5,28;5,39;5,72;7,01;9,12;5,58;20142
100305;COLEGIO DE EDUCACION FORMAL FLEXIBLE SAN MATEO;00199;TUNJA;BOYACA;A;NO OFICIAL;SABATINA - DOMINICAL;69;46,99;47,12;47,57;50,38;46,72;47,91;50,12;8,48;6,56;8,49;10,09;8,58;8,98;9,68;20142
116954;I.E. ANA SILENA ARROYAVE - SEDE PRINCIPAL;00392;PUERTO TEJADA;CAUCA;A;OFICIAL;MAÑANA;22;44,55;45,68;44,45;42,77;43,41;44,82;42,18;7,77;5,67;6,1;8,46;5,65;7,96;10,5;20142
069583;INST ARQUIDIOCESANO SAN FRANCISCO DE ASIS;00809;PAMPLONA;NORTE SANTANDER;A;OFICIAL;COMPLETA U ORDINARIA;83;51;49,46;50,41;51,88;49,89;52,04;51,41;9,41;6,55;9,38;8,61;9,79;9,59;8,25;20142
127977;CORP TECNOLG EMPRESARIAL - SEDE PRINCIPAL;00152;BOGOTÁ D.C.;BOGOTA;A;NO OFICIAL;NOCHE;112;47,29;48,75;47,88;48,09;47,35;47,83;48,6;7,81;9,91;9,06;9,93;9,04;8,55;9,97;20142
085084;CORP.CENTROREGIONAL(COCERCAS);00126;BARRANQUILLA;ATLANTICO;A;NO OFICIAL;NOCHE;112;40,03;42,37;39,49;40,27;39,61;41,19;40,94;8,14;8,21;8,02;8,49;6,62;9,48;8,11;20142
076257;COL DIVINO NIÑO;00562;TOCANCIPA;CUNDINAMARCA;A;NO OFICIAL;MAÑANA;19;51,89;48,42;49,47;51,79;50,79;50,26;51,42;7,38;6,1;8,32;6,46;7,04;7,23;7,22;20142
011049;COL NZADO PABLO EMILIO RIVEROS;00692;ACACIAS;META;A;OFICIAL;NOCHE;15;47,13;46,33;47,13;50,4;46,8;48,2;50,53;7,31;5,97;8,8;9,69;9,31;8,06;10,13;20142
056887;I.E.R.TECNICA AGROPECUARIA LA HERRADURA;00016;ARMENIA;ANTIOQUIA;A;OFICIAL;COMPLETA U ORDINARIA;16;49,69;47,13;52,44;51,88;47,56;50,75;52;6,02;7,61;6,27;8,16;7,62;6,08;9,73;20142
015735;SEDE 1 NORMAL SUPERIOR;00963;IBAGUE;TOLIMA;A;OFICIAL;COMPLETA U ORDINARIA;262;52,5;52,04;54,43;53,84;54,03;52,55;53,85;7,99;7,8;7,85;8,66;8,17;8,64;8,32;20142
050211;GIMNASIO MILITAR FUERZA AEREA COLOMBIANA TC. LUIS F. PINTO - SEDE PRINCIPAL;00989;MELGAR;TOLIMA;A;OFICIAL;MAÑANA;18;63,39;60,17;58,44;59;62,83;60,39;58,11;6,56;7,41;7,42;8,1;6,15;6,9;8,49;20142
091082;COL CENCOSISTEMAS;00152;BOGOTÁ D.C.;BOGOTA;A;NO OFICIAL;MAÑANA;60;47,55;47,12;47,72;46,43;45,77;49,62;46,32;7,34;6,37;6,93;8,96;7,13;8,38;8,89;20142
011270;COL SAN FELIPE NERI;00720;PASTO;NARIÑO;A;NO OFICIAL;MAÑANA;116;57,48;57,35;56,51;55,78;57,69;57,11;55,95;7,92;10,61;7,25;8,65;7,55;8,49;8,42;20142
016568;I.E. ESCUELA NORMAL SUPERIOR DE VILLAHERMOSA - SEDE PRINCIPAL;01008;VILLAHERMOSA;TOLIMA;A;OFICIAL;COMPLETA U ORDINARIA;36;48,69;46,06;49,44;49,89;49,33;48,39;50,47;8,8;5,94;8,69;6,79;8,19;7,72;8,13;20142
087502;COLEGIO LA CANDELARIA;00014;ARBOLETES;ANTIOQUIA;A;OFICIAL;MAÑANA;19;50,26;47,47;49,89;49,95;48,68;51;49,37;9,54;4,38;7,23;9,04;5,9;7,65;8,78;20142
029751;ANA ELISA CUENCA LARA;00645;YAGUARA;HUILA;A;OFICIAL;COMPLETA U ORDINARIA;73;51,01;50,48;49,3;46,44;48,58;50,71;47,05;9,45;9,67;9,46;8,48;10,79;9,56;8,52;20142
061481;INST EDUC TEC AGRO DE ALBANIA;00955;SAN JUAN DE BETULIA;SUCRE;A;OFICIAL;MAÑANA;37;46,3;46,05;44,84;45,51;46,19;46,65;45,3;8,97;4,68;8,42;10,25;8,5;8,87;9,88;20142
071704;MANUEL GERMAN CUELLO;00407;VALLEDUPAR;CESAR;A;OFICIAL;TARDE;60;45,15;46,02;45,32;44,35;44,63;46,2;44,32;8,92;5,7;7,27;7,88;9;9,04;8,06;20142
079103;SEDE TOMAS CIPRIANO DE MOSQUERA;00365;POPAYAN;CAUCA;A;OFICIAL;TARDE;134;45,5;45,86;46,79;46,26;46,57;45,71;46,43;8,95;6,28;9,63;9,34;7,49;9;9,31;20142
018606;CARDENAS CENTRO;01036;PALMIRA;VALLE;A;OFICIAL;NOCHE;65;47,86;47,85;48,48;47,89;47,05;47,88;48,26;7,64;5,73;8,78;8,44;7,66;9,01;8,91;20142
134999;COLEGIO ANTONIO ROLDAN BETANCUR;00109;TARAZA;ANTIOQUIA;A;OFICIAL;NOCHE;29;43,24;43,1;40,14;40,66;40,48;45,86;41,14;5,44;4,83;5,94;7,63;5,88;6,48;6,47;20142
160473;COLEGIO GABRIEL ECHAVARRIA;00027;CALDAS;ANTIOQUIA;A;OFICIAL;MAÑANA;33;48,58;48,33;49,48;49,36;50,3;49,15;48,76;8,39;6,27;7,66;8,71;7,96;8,34;8,18;20142
031674;INSTITUCION EDUC DPTAL EXTERNO MIXTO;00683;SAN SEBASTIAN DE BUENAVISTA;MAGDALENA;A;OFICIAL;MAÑANA;47;45,17;45,87;45,49;47,32;43,47;46,68;47,53;7,71;5,55;7,46;8,97;8,27;7,51;11,21;20142
090134;I.E. PIEDRECITAS;00113;TURBO;ANTIOQUIA;A;OFICIAL;MAÑANA;30;45,5;44;42,57;43,17;43,67;44,47;42,57;7,27;6,81;4,87;6,54;6,42;7,89;6,92;20142
013318;INST EDUC ALFONSO JARAMILLO GUTIERREZ;00836;PEREIRA;RISARALDA;A;OFICIAL;TARDE;71;52,08;49,37;52,65;51,44;51,18;51,68;52;8,27;6,96;8,59;9,52;7,77;8,57;9,21;20142
133603;I.E. BILBAO - SEDE PRINCIPAL;00995;PLANADAS;TOLIMA;A;OFICIAL;MAÑANA;21;44,43;44,24;45,29;42,81;44,33;45,24;42,29;6,05;5,22;6,37;10,42;7,09;5,43;10,03;20142
050849;CONCENTRACION DE DESARROLLO RURAL;01032;LA CUMBRE;VALLE;A;OFICIAL;COMPLETA U ORDINARIA;16;54,38;48,38;51,06;55,31;54,63;53,88;55,5;9,59;6,27;7,51;6;4,76;10,24;6,73;20142
157990;ESCUELA  RURAL CAMPO ALEGRE;00486;EL ROSAL;CUNDINAMARCA;A;OFICIAL;NOCHE;21;46,1;46,14;42,62;44,48;42,48;47,48;44,52;7,55;3,72;7,55;7,8;6,76;7,79;7,91;20142
051755;IE MARIANO OSPINA PEREZ - SEDE PRINCIPAL;00308;TINJACA;BOYACA;A;OFICIAL;MAÑANA;38;54,45;47,53;50,42;51,58;51,89;53,84;51,68;9,99;6,31;8,09;10,06;9,01;9,99;11,05;20142
078600;I.E. HERIBERTO GARCIA GARRIDO - SEDE PRINCIPAL;00962;TOLUVIEJO;SUCRE;A;OFICIAL;TARDE;25;47,44;47,32;46,12;47,6;42,72;47,16;48,24;6,65;5,64;7,72;9,38;8,22;7,62;9,72;20142
035568;COL FRAY JOSE MARIA AREVALO;00804;LA PLAYA;NORTE SANTANDER;A;OFICIAL;MAÑANA;27;47,93;47,93;48,63;48,96;48,67;49,52;49,81;5,86;3,84;8,16;7,46;8,44;6,47;6,58;20142
137729;REPUBLICA DE FRANCIA;00824;ARMENIA;QUINDIO;A;OFICIAL;NOCHE;13;41,23;46,31;45,46;49,46;46,23;43,15;48,62;8,17;5,41;9,42;10,29;6,5;10,44;11,08;20142
020867;COL DIST LA MERCED;00152;BOGOTÁ D.C.;BOGOTA;A;OFICIAL;NOCHE;61;47,44;47,46;48,61;48,16;47;48,07;48,95;7,18;5,78;9,12;7,74;8,04;6,75;7,75;20142
012195;COL SANTA TERESA;00784;CUCUTA;NORTE SANTANDER;A;NO OFICIAL;COMPLETA U ORDINARIA;64;65,52;70,77;63,84;61,14;63,36;63,81;62,5;10,45;13,15;8,23;8,22;8,74;11,97;8,97;20142
026138;INEM SANTIAGO PEREZ;00152;BOGOTÁ D.C.;BOGOTA;A;OFICIAL;MAÑANA;341;51,48;49,6;52,23;51,98;52,67;51,66;52,05;7,63;6,57;8,01;8,42;8,21;7,55;8,27;20142
014498;COLEGIO  EL  CASTILLO;00856;BARRANCABERMEJA;SANTANDER;A;OFICIAL;MAÑANA;68;55,18;51,44;55,99;55,12;55,6;54,88;55;9,07;7,63;8,08;8,79;9,19;9,96;8,31;20142
024547;COL SANTA CLARA DE ASIS;00001;MEDELLIN;ANTIOQUIA;A;NO OFICIAL;COMPLETA U ORDINARIA;32;58,28;57,91;58,63;54,84;56,59;54,63;55,53;7,84;11,67;7,21;8,25;6,88;7,98;8,91;20142
102590;COL RR OBLATAS AL DIVINO AMOR;00152;BOGOTÁ D.C.;BOGOTA;A;NO OFICIAL;COMPLETA U ORDINARIA;53;61,83;65,6;61,02;58,91;61,98;60,3;59,83;8,36;13,14;7,78;7,28;8,65;8,67;7,15;20142
158717;INSTITUTO TECNICO EDGAR MORIN;00145;SOLEDAD;ATLANTICO;A;NO OFICIAL;TARDE;18;54,44;53,5;52,94;51,39;49,83;52,06;50,5;7,85;5,64;8,85;9,57;8,13;7,57;9,48;20142
042242;LICEO MIGUEL DE CERVANTES SAAVEDRA DE SOLEDAD;00145;SOLEDAD;ATLANTICO;A;NO OFICIAL;MAÑANA;40;49,7;48,3;48,45;49,78;49,38;49,85;49,13;7,66;5,83;8,67;8,7;8,42;8,57;9,8;20142
041392;COL COMUNAL NUEVA GRANADA;01010;CALI;VALLE;B;NO OFICIAL;MAÑANA;25;50,24;48,04;50,32;49,88;48,68;50,72;50,8;6,95;5,73;7,75;6,73;6,84;9,04;6,41;20142
027391;INST JOSE MARTINEZ RUIZ;00152;BOGOTÁ D.C.;BOGOTA;A;NO OFICIAL;COMPLETA U ORDINARIA;36;53,28;54,89;58,06;53,75;53,94;54,03;54,72;8,95;9,88;9,19;9,26;10,46;9,91;8,41;20142
072975;COL REMBRANDTCOL REMBRANT;00152;BOGOTÁ D.C.;BOGOTA;A;NO OFICIAL;MAÑANA;109;55,7;52,79;53,83;54,07;54,24;55,08;53,77;9,66;8,18;8,45;8,77;8,49;9,39;8,54;20142
075945;INST. EDUC. DIST. COMUNITARIA 7 DE ABRIL (ANT. C.C.E.B. # 195);00126;BARRANQUILLA;ATLANTICO;A;OFICIAL;NOCHE;1;39;43;38;41;45;38;38;0;0;0;0;0;0;0;20142
151480;I.E.M TÉCNICO EMPRESARIAL CARTAGENA - SEDE PRINCIPAL;00487;FACATATIVA;CUNDINAMARCA;A;OFICIAL;SABATINA - DOMINICAL;12;43,17;45,75;47,75;51,08;49,75;46,08;51,17;9,09;6,28;9,79;8,96;9,6;9,37;9,25;20142
134015;VENTIUN ANGELES (INST EDUC DIST);00152;BOGOTÁ D.C.;BOGOTA;A;OFICIAL;MAÑANA;96;52,34;51,65;53,67;52,56;54,05;51,69;53,11;7,07;8,02;8,76;8,55;8,74;7,61;8,79;20142
012492;COL JOSE EUSEBIO CARO;00808;OCAÑA;NORTE SANTANDER;A;OFICIAL;NOCHE;60;41,93;44,38;42,8;43,3;43,23;42,32;43,27;7,07;6,43;8,2;7,73;5,31;8,14;8,67;20142
131243;SOR MARIA JULIANA;01022;CARTAGO;VALLE;A;OFICIAL;MAÑANA;111;52,56;50,36;52,27;51,69;51,17;51,44;52,25;8,83;7,27;8,19;8,83;8,98;9,1;8,94;20142
103259;COLEGIO MADRE DE DIOS;00391;PIENDAMO;CAUCA;A;OFICIAL;MAÑANA;65;52,28;49;53,78;53,32;52,77;50,62;54,15;6,84;4,84;7,69;7,27;7,33;6,51;7,47;20142
026393;COL PANAMERICANO;00882;FLORIDABLANCA;SANTANDER;B;NO OFICIAL;COMPLETA U ORDINARIA;1;58;100;65;65;62;56;68;0;0;0;0;0;0;0;20142
170159;COLEGIO RETOS - SEDE PRINCIPAL;00152;BOGOTÁ D.C.;BOGOTA;A;NO OFICIAL;TARDE;23;57,91;68,74;59,3;56,35;57,65;56,7;55,17;12,74;12,79;10,22;8,17;11,81;11,35;7,76;20142
044578;COLEGIO NUESTRA SEÑORA DE FATIMA-PONAL;00691;VILLAVICENCIO;META;A;OFICIAL;MAÑANA;48;52,83;53,83;53,63;52,44;52,94;52,13;51,83;8,81;10,43;7,82;10,21;9,21;9,13;9,6;20142
174185;CORPORACIÓN EDUCATIVA SIMÓN RODRÍGUEZ - SEDE PRINCIPAL;01040;ROLDANILLO;VALLE;O;NO OFICIAL;SABATINA - DOMINICAL;54;41,93;45,19;45,35;45,35;43,48;42,89;45,09;7,06;5,83;6,35;8,8;7,58;8,76;8,34;20142
173658;LICEO PIGMALION;01010;CALI;VALLE;O;NO OFICIAL;TARDE;9;51;51,33;53,11;54,89;54;52,67;54,11;6,75;11,28;4,7;8,22;7,6;5,92;9,08;20142
144923;I.E. CERRITOS - SEDE PRINCIPAL;01115;EL RETORNO;GUAVIARE;A;OFICIAL;MAÑANA;6;40,5;46;40,33;45,5;39,83;44;43,33;6,89;5,33;9,61;4,04;7,73;8,58;5,68;20142
172676;SEDE # 1 INST. TEC. INDUSTRIAL NAL. TUMACO;00781;TUMACO;NARIÑO;A;OFICIAL;NOCHE;60;38,72;42,15;37,73;39,83;37,25;38,17;40,38;7,64;6,55;8,18;8,12;8,4;8,67;7,86;20142
096768;COLEGIO SAN VICTOR;00345;SUPIA;CALDAS;A;OFICIAL;COMPLETA U ORDINARIA;20;44,65;48,7;43,9;45,7;46,15;45,1;45,45;7,09;3,56;5,68;7,36;6,62;6,3;6,89;20142
139725;INSTITUCION EDUCATIVA LA DESPENSA SEDE B;00548;SOACHA;CUNDINAMARCA;A;OFICIAL;MAÑANA;36;47,19;49,25;50,67;49,97;49,5;47,78;49,86;7,12;6,57;7,16;7,43;6,77;7,66;7,69;20142
024265;I.E. PIO XII - SEDE PRINCIAPL;01078;MOCOA;PUTUMAYO;A;OFICIAL;TARDE;75;51,96;52,49;51,91;52,49;50,09;51,23;51,97;7,15;7,59;8,25;10,2;7,26;7,67;10,21;20142
056606;INSTITUCION EDUCATIVA DE SABANALARGA;00142;SABANALARGA;ATLANTICO;A;OFICIAL;TARDE;58;44,84;47,74;41,72;42,48;46,88;44,71;42,19;7,94;6,13;7,91;7,23;6,68;9,02;7,37;20142
094946;I.E.M. CRISTO REY - SEDE PRINCIPAL;00720;PASTO;NARIÑO;A;OFICIAL;MAÑANA;25;47,28;45,84;48,04;46,68;49,56;48,64;47,08;8,32;5,56;8,39;9,08;6,55;8,33;8,48;20142
047720;COL CERVANTES SAAVEDRA;00691;VILLAVICENCIO;META;A;NO OFICIAL;MAÑANA;87;45,53;46,13;46,29;46,28;44,63;46,55;46,02;6,83;6,95;7,24;8,26;7,1;7,47;8,65;20142
010587;COLEGIO DIOCESANO  SAN JOSE;00661;SANTA MARTA;MAGDALENA;A;NO OFICIAL;COMPLETA U ORDINARIA;96;57,23;58,06;55,3;55,17;57,59;57,31;55,11;10,26;11,89;10,56;10,42;8,93;10,26;11,54;20142
107888;IE PIJIGUAYAL;00439;CIENAGA DE ORO;CORDOBA;A;OFICIAL;MAÑANA;43;48,02;45,72;45,3;46,33;46,67;48,09;46,77;7,33;4,56;8,83;6,97;7,14;6,67;7,35;20142
073098;I.E.D. TECNICA AGROPECUARIA JAIME NARVAEZ BELTRAN - SEDE PRINCIPAL;00467;BELTRAN;CUNDINAMARCA;A;OFICIAL;MAÑANA;24;42,88;44,83;41,88;41,75;43,75;44,04;41,33;6,03;5,24;7,37;8,1;6,82;4,9;8,25;20142
051706;I.E. ANIBAL MARTINEZ ZULETA;00431;TAMALAMEQUE;CESAR;A;OFICIAL;MAÑANA;38;44,16;44,92;41,13;40,95;45,05;44;40,08;7,23;4,04;6,75;9,37;7,8;6,72;8,68;20142
139691;E R I LA COMARCA;00074;NECOCLI;ANTIOQUIA;A;OFICIAL;MAÑANA;21;43,1;45,29;40,38;38,9;41,57;46,29;39,71;6,68;4,62;6,96;8,28;4,25;7,44;7,08;20142
144683;IE RAFAEL BERNAL JIMENEZ;00199;TUNJA;BOYACA;A;NO OFICIAL;COMPLETA U ORDINARIA;25;52,84;52,16;51,52;51,96;53,16;51,52;51,72;7,09;10,45;8,54;8,72;6,9;7,59;8,6;20142
117192;INSTITUCION EDUCATIVA ALBERTO PUMAREJO;00145;SOLEDAD;ATLANTICO;A;OFICIAL;MAÑANA;33;47,12;47;45,97;47,79;45,18;47,18;47,33;9,48;5,98;8,24;7,49;8,79;10,72;7,87;20142
172353;INSTITUCION EDUCATIVA NUEVO BOSQUE;00153;CARTAGENA;BOLIVAR;A;OFICIAL;NOCHE;79;41,58;44,24;40,97;41,77;39,67;41,78;41,72;8,37;4,76;7,92;8,3;6,23;9,04;8,56;20142
183475;INST LA CUMBRE;00882;FLORIDABLANCA;SANTANDER;A;OFICIAL;SABATINA - DOMINICAL;48;41,79;44,79;42,48;42,15;42,65;42,27;42,21;7,76;4,78;7,59;8,02;6,58;8,75;7,43;20142
094961;SEDE # 1 CHILVI;00781;TUMACO;NARIÑO;A;OFICIAL;MAÑANA;49;44;44,69;42,14;43,8;42,71;45,37;42,82;5,12;4,46;7,78;8,25;6,83;6,66;8,42;20142
017632;INSTITUCION EDUCATIVA POLITECNICO MUNICIPAL DE CALI - SEDE PRINCIPAL;01010;CALI;VALLE;A;OFICIAL;MAÑANA;156;53,94;57,27;55,87;55,96;55,63;53,82;56,06;9,37;11,14;8,5;8,63;10,38;9,4;8,48;20142
